StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q5_5_TEXT,Q6,Q7,Q8,Q9,Q9_2_TEXT,Q9,Q9_4_TEXT,Q9,Q10,Q10_9_TEXT,Q11,Q11_3_TEXT,Q97,Q98,CP/PI 1,CP/PI 2,CP/PI 3,CP/PI 4,PU 1,PU 2,Repeat of PU 2,PU 3,PU 4,SQ/SYQ/AC 1,SQ/SYQ/AC 2,SQ/SYQ/AC 3,SQ/SYQ/AC 4,IQ 1,IQ 2,IQ 3,IQ 4,IQ 5,PS 1,PS 2,PS 3,PS 4,PEOU 1,PEOU 2,PEOU 3,PEOU 4,ICSE 1,ICSE 2,ICSE 3,ICSE 4,SCSE 1,SCSE 2,SCSE 3,SCSE 4,BI 1,BI 2,BI 3,BI 4,AU 1,AU 2,AU 3,AU 4,PSOC/VOL 1,PSOC/VOL 2,PSOC/VOL 3,PSOC/VOL 4,Q102
11/22/22 12:06,11/22/22 12:10,0,100,250,1,11/22/22 12:10,,,,,28.0109,-82.4948,anonymous,EN,1,University of Florida,1,8,2,,Computer science,4,1,1,,4,Either dorm or at home with parents,2,"2,3,4,5",,"1,2",,3,4,2,1,4,2,4,2,2,2,2,5,3,2,4,3,3,3,4,4,4,3,2,3,4,4,4,4,2,3,3,3,4,4,4,5,3,2,3,4,2,4,3,4,5,5,3,3,1
11/22/22 11:52,11/22/22 12:10,0,100,1055,1,11/22/22 12:10,,,,,40.6368,-74.0005,anonymous,EN,1,Georgia Institute of Technology,2,2,4,,science and engineering,4,1,1,,3,,1,7,,2,,2,2,4,3,5,4,5,4,4,3,4,3,3,4,3,5,5,3,5,5,4,4,2,4,4,3,4,5,4,3,2,4,5,5,3,5,4,4,4,2,5,5,4,3,4,4,4,2,1
11/22/22 12:07,11/22/22 12:10,0,100,171,1,11/22/22 12:10,,,,,28.0084,-82.6951,anonymous,EN,1,UF,1,5,4,,Sustainability and Built Environment,3,1,2,2,1,,2,"2,3,4,5,7",,"1,2",,3,4,4,4,5,3,3,4,4,3,3,5,5,5,5,3,4,5,5,5,3,5,3,3,5,4,4,4,5,5,5,4,3,5,5,5,2,2,4,5,4,5,5,5,2,5,3,5,1
11/22/22 12:07,11/22/22 12:10,0,100,184,1,11/22/22 12:10,,,,,30.3562,-81.688,anonymous,EN,1,UF,2,9,1,,Finance,4,1,1,,2,,1,"2,5",,"1,2",,1,5,3,5,4,5,5,3,3,3,3,5,3,4,5,4,5,3,3,2,4,4,2,2,3,5,2,3,3,4,4,4,5,5,5,5,5,4,4,5,5,5,4,4,5,5,5,3,1
11/22/22 12:05,11/22/22 12:11,0,100,308,1,11/22/22 12:11,,,,,50.8345,-0.186,anonymous,EN,1,University of Florida,1,7,4,,Chemistry,4,1,2,3,4,"With parents for two semesters, in shared apartment for 1 semester",2,"2,3,4,5,9",Linguameeting,"1,2",,2,4,2,4,4,3,2,2,2,2,1,4,4,1,5,4,4,4,2,5,4,5,1,2,5,5,4,5,1,1,1,2,5,5,5,5,5,2,4,4,4,5,3,4,3,5,5,5,1
11/22/22 12:07,11/22/22 12:11,0,100,266,1,11/22/22 12:11,,,,,29.6467,-82.3284,anonymous,EN,1,University of Florida,2,4,4,,Biology,4,1,2,4,3,,1,"2,3,4,5",,"1,2",,4,4,4,2,4,2,5,4,4,1,4,4,4,3,4,4,4,5,4,4,3,2,1,3,5,5,3,2,5,5,2,4,5,5,5,5,4,5,4,4,5,4,5,5,3,4,5,4,1
11/22/22 11:46,11/22/22 12:11,0,100,1505,1,11/22/22 12:11,,,,,37.751,-97.822,anonymous,EN,1,Northeastern University,1,8,2,,Marketing,2,1,1,,2,,1,"3,5",,1,,4,4,4,5,3,4,4,4,4,4,4,4,4,4,5,5,3,4,4,3,4,4,4,4,3,4,5,3,4,4,4,4,5,3,4,5,4,4,4,4,4,3,4,4,4,5,5,5,1
11/22/22 12:08,11/22/22 12:12,0,100,192,1,11/22/22 12:12,,,,,28.6344,-81.6221,anonymous,EN,1,University of Florida,2,6,4,,Plant Science,3,1,2,3,4,Off campus housing with a roommate,1,"2,3,4,5",,"1,2",,4,1,5,1,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,2,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1
11/22/22 11:55,11/22/22 12:12,0,100,1029,1,11/22/22 12:12,,,,,34.0598,-118.3769,anonymous,EN,1,harvard university,1,5,3,,biomedical engineering,4,1,1,,1,,1,3,,1,,1,3,3,3,3,3,2,4,4,2,3,4,3,3,2,2,3,2,4,4,3,4,4,1,2,4,3,4,3,4,2,3,4,1,4,4,3,4,4,4,2,4,4,2,2,3,5,2,1
11/22/22 12:08,11/22/22 12:12,0,100,262,1,11/22/22 12:12,,,,,27.8485,-82.7944,anonymous,EN,1,University of Florida,1,6,4,,Biomedical engineering ,4,1,2,2,2,,2,"2,3,5",,"1,2",,4,4,3,4,5,4,4,4,4,5,5,5,4,3,5,5,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,1
11/22/22 12:09,11/22/22 12:12,0,100,212,1,11/22/22 12:12,,,,,34.0034,-84.4605,anonymous,EN,1,University of Florida,2,9,1,,Spanish ,3,1,2,1,2,,2,"2,7",,"1,2",,1,1,1,5,2,1,4,1,1,1,1,5,5,3,4,5,4,4,4,4,3,4,2,3,5,5,5,5,4,4,5,3,5,5,5,5,4,5,2,5,5,5,5,5,5,5,1,1,1
11/22/22 12:08,11/22/22 12:12,0,100,289,1,11/22/22 12:12,,,,,30.2712,-81.7529,anonymous,EN,1,University of Florida ,2,7,3,,Biochemistry ,4,1,2,1,1,,1,"2,3,5",,"1,2",,5,5,5,3,5,4,5,5,5,1,5,5,5,5,5,5,5,5,5,5,3,4,4,5,5,5,4,5,5,3,5,1,5,5,5,5,3,5,2,5,5,5,5,5,1,1,1,2,1
11/22/22 12:06,11/22/22 12:12,0,100,396,1,11/22/22 12:12,,,,,29.6138,-82.386,anonymous,EN,1,University of Florida,2,5,4,,Psychology,4,1,2,3,4,"Living with parents for a semester and a half, then off campus housing with roommates",3,"2,3,4,5",,"1,2",,2,2,1,2,2,2,5,1,1,1,1,1,1,1,2,1,4,3,2,1,1,2,1,3,2,2,2,1,1,2,2,1,4,2,4,5,4,1,2,1,4,4,4,4,3,4,2,1,1
11/22/22 12:07,11/22/22 12:13,0,100,328,1,11/22/22 12:13,,,,,28.6344,-81.6221,anonymous,EN,1,University of Florida,2,5,4,,Microbiology and Cell Sciences,4,1,2,2,2,,2,"2,3,4,5",,"1,2",,1,1,1,1,1,1,1,1,1,1,1,5,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,3,4,4,4,5,1,1,1,1,3,2,4,4,5,4,1,1,1
11/22/22 12:10,11/22/22 12:13,0,100,176,1,11/22/22 12:13,,,,,28.6344,-81.6221,anonymous,EN,1,University of Florida,2,5,4,,Microbiology ,3,1,2,3,2,,2,"2,3,5",,"1,2",,3,4,2,2,4,3,4,4,4,2,3,4,3,2,5,4,3,4,4,3,3,4,4,4,4,4,4,3,3,2,3,4,4,5,4,5,4,3,3,2,3,5,4,5,5,5,4,4,1
11/22/22 12:02,11/22/22 12:13,0,100,661,1,11/22/22 12:13,,,,,37.751,-97.822,anonymous,EN,1,University of Pennsylvania,2,3,4,,law,3,1,2,1,3,,2,"2,5",,"1,2",,4,4,4,5,4,3,3,3,3,4,3,5,3,5,5,4,5,4,4,5,5,5,5,5,4,4,3,4,5,5,3,5,4,5,4,5,5,4,5,4,4,4,4,2,2,5,4,4,1
11/22/22 12:06,11/22/22 12:13,0,100,406,1,11/22/22 12:13,,,,,28.6344,-81.6221,anonymous,EN,1,University of Florida,1,5,4,,Biomedical Engineering,4,1,2,3,1,,1,"2,3,5",,1,,2,3,4,3,2,4,5,4,4,4,4,5,4,3,5,4,5,5,5,3,4,5,4,3,5,5,4,5,4,4,2,4,5,5,5,5,4,4,4,5,5,5,4,5,5,5,2,1,1
11/22/22 12:08,11/22/22 12:14,0,100,317,1,11/22/22 12:14,,,,,36.039,-78.878,anonymous,EN,1,Princeton University,1,5,2,,计算机,2,1,2,2,2,,2,"3,7",,1,,3,1,2,1,2,1,5,4,4,2,3,2,1,2,3,5,1,2,3,4,4,3,1,5,2,1,4,2,1,1,5,1,2,5,4,4,3,3,4,2,4,4,4,5,3,4,5,2,1
11/22/22 11:55,11/22/22 12:14,0,100,1148,1,11/22/22 12:14,,,,,34.0284,-117.2872,anonymous,EN,1,Cornell University,1,8,1,,computer science,3,1,2,3,1,,3,4,,2,,2,4,3,2,2,3,4,2,2,3,4,3,3,3,3,2,2,3,4,2,2,2,4,5,3,3,2,3,4,3,2,2,3,4,2,2,2,4,1,1,5,4,3,4,4,4,4,4,1
11/22/22 12:06,11/22/22 12:14,0,100,453,1,11/22/22 12:14,,,,,28.6344,-81.6221,anonymous,EN,1,University of Florida,2,9,1,,Psychology ,4,1,1,,2,,3,2,,"1,2",,3,2,2,1,4,1,4,2,2,1,2,5,4,3,5,4,4,4,4,1,3,4,3,3,5,5,4,4,4,2,4,4,5,4,5,4,4,4,5,4,1,2,3,2,4,5,1,4,1
11/22/22 12:11,11/22/22 12:14,0,100,202,1,11/22/22 12:14,,,,,29.8237,-81.3241,anonymous,EN,1,University of Florida,2,7,2,,Microbiology and Cell Sciences,4,1,2,2,1,,3,"2,3,5",,"1,2",,2,1,2,1,2,2,4,2,2,1,2,5,2,4,4,4,4,2,2,2,2,4,4,4,4,4,2,4,2,2,2,2,4,4,4,5,2,2,2,4,2,2,2,2,4,4,1,2,1
11/22/22 11:53,11/22/22 12:14,0,100,1271,1,11/22/22 12:14,,,,,43.4082,23.2267,anonymous,EN,1,Montana State University,2,7,1,,Administration and management,3,1,2,2,1,,3,4,,1,,4,5,5,4,5,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,5,4,4,4,5,5,4,4,5,4,4,5,5,4,4,4,4,4,4,5,4,4,4,4,5,2,4,1
11/22/22 12:07,11/22/22 12:14,0,100,434,1,11/22/22 12:14,,,,,36.0861,-115.2541,anonymous,EN,1,Massachusetts Institute of Technology,1,3,2,,Geography,3,1,2,3,3,,1,"3,5,6",,"1,2",,4,5,3,4,3,4,4,3,3,4,2,3,3,4,4,3,4,4,3,4,3,4,4,3,5,4,3,3,4,3,3,3,4,4,4,3,4,3,3,4,3,3,4,4,4,4,4,3,1
11/22/22 12:07,11/22/22 12:15,0,100,493,1,11/22/22 12:15,,,,,25.9843,-80.2149,anonymous,EN,1,University of Florida,2,9,1,,Health Sciences,2,1,2,2,2,,2,"2,3,5,7",,"1,2",,2,2,2,2,2,2,4,2,2,2,2,4,2,3,4,4,4,2,4,4,4,3,4,3,4,2,4,4,3,4,4,3,4,2,4,5,4,4,4,3,4,4,4,3,4,3,1,3,1
11/22/22 12:08,11/22/22 12:15,0,100,450,1,11/22/22 12:15,,,,,28.6344,-81.6221,anonymous,EN,1,University of Florida,1,5,3,,Biomedical engineering ,2,1,2,3,2,,3,"2,3,4,7",,1,,1,1,1,2,1,1,1,1,1,1,2,5,2,5,4,5,4,4,4,1,3,2,5,5,4,1,1,3,4,4,4,4,5,5,5,5,1,3,4,2,5,5,5,4,5,1,1,1,1
11/22/22 11:44,11/22/22 12:15,0,100,1871,1,11/22/22 12:15,,,,,33.3555,-86.8274,anonymous,EN,1,University of North Carolina---Chapel Hill,1,4,3,,financial specialty,3,1,1,,2,,2,"4,5",,"1,2",,2,2,3,3,3,4,3,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,3,3,4,3,3,3,4,3,3,3,4,4,4,4,4,4,3,3,3,3,4,3,4,3,4,3,1
11/22/22 12:13,11/22/22 12:16,0,100,188,1,11/22/22 12:16,,,,,29.6138,-82.386,anonymous,EN,1,University of Florida ,1,4,4,,Linguistics ,4,1,2,2,3,,3,"2,3",,1,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1
11/22/22 12:08,11/22/22 12:16,0,100,477,1,11/22/22 12:16,,,,,29.6467,-82.3284,anonymous,EN,1,University of Florida,2,6,3,,Biology,4,1,2,2,2,,2,"2,3,5",,"1,2",,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,4,2,3,5,5,5,5,4,4,4,4,5,5,5,5,5,4,5,4,5,5,5,5,4,5,2,5,1
11/22/22 12:04,11/22/22 12:16,0,100,738,1,11/22/22 12:16,,,,,29.6467,-82.3284,anonymous,EN,1,UF,1,5,4,,Food and Resource Exonomics,3,1,2,3,3,,1,"2,3,4,5",,"1,2",,1,1,1,1,2,1,4,1,1,1,1,5,1,3,5,1,2,4,2,2,1,1,1,1,4,4,2,4,1,2,1,1,5,5,5,5,4,4,3,4,4,4,4,3,3,4,1,1,1
11/22/22 12:12,11/22/22 12:17,0,100,251,1,11/22/22 12:17,,,,,28.6225,-81.4317,anonymous,EN,1,University of Florida,2,9,1,,Computer Science ,5,1,1,,2,,1,"2,5",,1,,2,5,2,4,5,4,5,2,2,5,2,5,4,3,4,4,4,4,4,4,3,4,3,3,4,4,3,4,3,3,2,1,4,3,4,5,4,4,4,5,2,1,3,3,5,5,5,4,1
11/22/22 12:12,11/22/22 12:17,0,100,287,1,11/22/22 12:17,,,,,29.6467,-82.3284,anonymous,EN,1,University of Florida,2,8,2,,Material science and engineering,4,2,1,,1,,2,"2,3,5",,"1,2",,4,4,2,1,3,4,5,4,4,4,3,4,3,4,2,4,4,4,4,3,4,2,2,3,4,4,2,3,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,2,4,1
11/22/22 12:14,11/22/22 12:17,0,100,176,1,11/22/22 12:17,,,,,29.6467,-82.3284,anonymous,EN,1,University of Florida,2,6,4,,Biology,4,1,2,3,1,,1,"2,3,4,5",,"1,2",,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1
11/22/22 11:44,11/22/22 12:18,0,100,1993,1,11/22/22 12:18,,,,,34.4378,-85.712,anonymous,EN,1,University of California Berkeley,1,4,3,,financial security ,3,1,1,,2,,2,"3,4",,"1,2",,2,2,4,3,4,4,3,3,3,3,4,3,4,4,3,3,3,3,3,4,4,4,3,3,3,4,3,4,3,3,4,3,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,3,1
11/22/22 11:55,11/22/22 12:18,0,100,1405,1,11/22/22 12:18,,,,,39.018,-77.539,anonymous,EN,1,harvard university,1,4,4,,biomedical engineering,4,1,1,,1,,3,4,,"1,2",,3,2,4,3,3,4,2,4,4,4,3,3,3,2,5,2,2,5,4,2,3,2,3,3,1,3,2,4,3,4,4,3,3,4,3,4,2,2,4,3,3,4,3,3,2,3,3,2,1
11/22/22 12:08,11/22/22 12:18,0,100,601,1,11/22/22 12:18,,,,,40.7425,-73.9877,anonymous,EN,1,Princeton University,2,6,2,,Science of Computing,2,1,1,,3,,2,"5,8",,"1,2",,2,1,3,5,5,4,4,4,4,4,5,3,4,4,4,3,3,5,5,4,3,4,4,5,3,3,4,3,5,5,4,4,5,5,4,5,5,5,5,5,4,3,3,4,4,4,4,4,1
11/22/22 12:08,11/22/22 12:18,0,100,629,1,11/22/22 12:18,,,,,28.6344,-81.6221,anonymous,EN,1,University of florida,2,5,4,,Civil engineer ,3,1,2,3,2,,1,"2,3,4,5",,1,,3,2,2,1,1,1,3,2,2,1,1,5,4,3,5,5,3,4,2,4,4,4,5,2,3,4,4,4,4,2,2,4,4,4,2,5,4,3,2,2,5,5,2,4,5,4,1,1,1
11/22/22 12:10,11/22/22 12:18,0,100,518,1,11/22/22 12:18,,,,,29.6138,-82.386,anonymous,EN,1,University of Florida,2,4,5,Grad,Management,3,1,2,4,4,shared apartment,2,"2,3,4,5",,"1,2",,2,3,2,4,2,2,4,2,2,4,2,5,4,1,4,2,4,3,4,2,5,5,3,3,4,2,4,4,4,4,4,3,5,5,5,5,3,2,3,4,5,5,5,5,4,5,4,4,1
11/22/22 12:11,11/22/22 12:18,0,100,454,1,11/22/22 12:18,,,,,39.0469,-77.4903,anonymous,EN,1,University of Florida,2,6,3,,French and Francophone Studies,4,1,2,2,1,,1,"2,3,4,5",,"1,2",,2,4,2,2,5,2,4,2,2,4,4,5,4,4,4,4,2,4,4,3,3,3,4,4,5,5,4,4,4,3,4,3,5,5,5,5,4,4,4,4,5,5,4,5,2,3,1,2,1
11/22/22 12:16,11/22/22 12:19,0,100,194,1,11/22/22 12:19,,,,,29.6467,-82.3284,anonymous,EN,1,University of Florida,3,9,1,,Sociology and Psychology,3,2,2,1,1,,1,"2,3,5",,"1,2",,3,4,2,2,4,5,4,4,4,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,2,4,1
11/22/22 12:15,11/22/22 12:19,0,100,245,1,11/22/22 12:19,,,,,29.6138,-82.386,anonymous,EN,1,University of Florida,2,6,3,,Computer Science,3,1,2,2,2,,3,"2,3,5",,"1,2,3",Tablet,4,2,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,1
11/22/22 11:57,11/22/22 12:20,0,100,1388,1,11/22/22 12:20,,,,,39.018,-77.539,anonymous,EN,1,Columbia University,2,5,3,,electric engineering,2,1,2,2,3,,3,3,,2,,3,2,2,3,3,4,4,3,3,2,4,3,4,3,3,2,3,3,3,3,3,4,3,4,3,3,4,2,4,2,2,2,2,2,4,3,3,3,3,3,2,2,4,2,4,5,2,5,1
11/22/22 11:53,11/22/22 12:20,0,100,1639,1,11/22/22 12:20,,,,,38.5492,-90.3837,anonymous,EN,1,Missouri State University,2,6,2,,Economics,3,1,2,2,3,,2,5,,1,,4,4,4,5,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,5,5,5,5,4,4,5,5,4,5,4,5,4,5,4,4,4,4,4,4,4,5,4,4,5,4,1
11/22/22 12:08,11/22/22 12:21,0,100,756,1,11/22/22 12:21,,,,,37.751,-97.822,anonymous,EN,1,UF,2,6,4,,Psychology ,4,1,2,2,4,Apartment with roommates,3,"2,3,4,5",,"1,2",,4,4,2,2,4,2,4,4,4,4,4,4,4,3,5,4,4,2,4,4,3,2,3,3,4,4,4,4,2,4,2,2,5,4,4,5,4,3,4,3,5,5,4,5,4,5,2,3,1
11/22/22 12:17,11/22/22 12:21,0,100,220,1,11/22/22 12:21,,,,,29.6138,-82.386,anonymous,EN,1,University of Florida,1,7,3,,Physics/Math,2,1,2,2,1,,3,"2,3,5",,1,,3,3,3,2,1,2,3,2,2,2,2,4,3,2,3,3,4,3,2,2,2,2,2,3,4,4,4,3,2,2,4,2,5,5,3,5,2,4,3,5,5,5,4,4,4,4,2,3,1
11/22/22 12:04,11/22/22 12:22,0,100,1035,1,11/22/22 12:22,,,,,38.8155,-77.1205,anonymous,EN,1,Tulane University,1,6,3,,Business Administration,3,1,1,,2,,3,"3,5",,1,,3,3,5,5,4,4,5,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,5,5,5,4,4,4,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1
11/22/22 12:04,11/22/22 12:22,0,100,1087,1,11/22/22 12:22,,,,,36.3066,-86.6101,anonymous,EN,1,ABC,1,3,2,,ABC,2,1,1,,2,,1,"2,3",,1,,2,4,4,4,4,4,3,4,4,4,3,4,5,4,3,4,4,3,4,4,4,4,3,3,3,4,3,4,5,4,3,4,4,4,4,4,3,3,3,4,5,3,4,3,4,4,5,4,1
11/22/22 12:19,11/22/22 12:22,0,100,190,1,11/22/22 12:22,,,,,22.2578,114.1657,anonymous,EN,1,sus,1,6,3,,Physics,3,1,1,,1,,2,"2,4,5",,1,,4,4,3,4,4,3,5,4,4,4,5,4,4,3,3,3,4,4,4,4,4,3,4,3,4,4,3,3,4,3,3,3,4,3,4,3,4,3,4,4,3,3,4,4,4,5,3,4,1
11/22/22 12:12,11/22/22 12:22,0,100,589,1,11/22/22 12:22,,,,,19.4326,-99.1332,anonymous,EN,1,Harvard University,2,4,3,,science,4,1,1,,3,,2,3,,2,,3,1,4,3,5,4,4,3,3,5,4,4,5,3,4,2,4,5,4,5,2,4,5,4,2,4,2,3,3,5,2,4,4,4,5,4,2,2,1,5,5,3,5,5,3,5,3,4,1
11/22/22 12:12,11/22/22 12:22,0,100,595,1,11/22/22 12:22,,,,,40.7425,-73.9877,anonymous,EN,1,Harvard University,1,3,2,,science,3,1,1,,2,,3,"3,5",,1,,3,3,5,4,4,2,4,4,4,5,5,2,3,5,4,3,4,2,2,4,4,5,4,4,5,4,5,3,5,4,4,2,4,5,2,3,5,3,3,4,4,2,5,5,5,4,4,4,1
11/22/22 12:16,11/22/22 12:24,0,100,459,1,11/22/22 12:24,,,,,27.8895,-82.2421,anonymous,EN,1,University of Florida,2,9,1,,Sociology and Anthropology,4,1,1,,4,"Living with my parents for some, living in a shared dorm for the others",2,"2,3,5,7,9",Microsoft Teams,"1,2",,3,2,2,2,3,4,4,2,2,2,2,4,3,3,4,3,3,2,4,2,3,2,2,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,3,2,5,1,4,1
11/22/22 11:55,11/22/22 12:24,0,100,1781,1,11/22/22 12:24,,,,,39.018,-77.539,anonymous,EN,1,Cornell University,1,4,4,,computer science,3,1,2,1,1,,1,4,,"1,2",,2,2,2,4,2,3,4,3,3,3,4,4,4,2,3,3,4,4,3,3,2,1,3,3,3,4,2,4,3,3,4,5,5,3,3,5,4,2,1,4,4,3,4,2,2,2,2,4,1
11/22/22 12:13,11/22/22 12:25,0,100,710,1,11/22/22 12:25,,,,,36.2178,-85.5423,anonymous,EN,1,University of lowa,2,7,3,, Architecture and Environmental Design,4,1,2,2,1,,1,"5,7",,1,,4,5,4,4,5,4,5,4,4,4,4,5,4,3,5,5,4,5,3,4,5,4,4,5,5,4,5,5,3,5,5,4,5,4,5,5,5,4,5,4,4,5,5,3,4,4,4,5,1
11/22/22 12:22,11/22/22 12:25,0,100,215,1,11/22/22 12:25,,,,,40.7503,-74.0014,anonymous,EN,1,sc,1,3,2,,s,2,1,1,,2,,3,"2,3",,"1,2",,2,3,3,4,3,4,3,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,3,4,3,3,3,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,4,3,4,4,1
11/22/22 12:22,11/22/22 12:25,0,100,215,1,11/22/22 12:25,,,,,33.956,-118.3887,anonymous,EN,1,sc,1,3,2,,s,2,1,1,,2,,3,"2,3",,"1,2",,2,3,2,2,1,3,3,2,2,1,1,3,4,2,1,1,2,3,4,1,1,2,1,2,2,3,2,3,3,4,3,2,2,2,4,3,2,3,4,3,1,2,1,2,2,3,2,2,1
11/22/22 12:22,11/22/22 12:25,0,100,215,1,11/22/22 12:25,,,,,37.751,-97.822,anonymous,EN,1,sc,1,3,2,,s,2,1,1,,2,,3,"2,3",,"1,2",,2,3,3,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,3,4,3,3,4,4,4,4,4,3,3,4,4,4,3,3,3,4,4,3,4,4,3,4,4,1
11/22/22 12:22,11/22/22 12:25,0,100,216,1,11/22/22 12:25,,,,,37.751,-97.822,anonymous,EN,1,sc,1,3,2,,s,2,1,1,,2,,3,"2,3",,"1,2",,2,3,3,4,3,4,4,4,4,3,3,4,3,3,4,3,4,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,3,4,3,1
11/22/22 12:22,11/22/22 12:25,0,100,216,1,11/22/22 12:25,,,,,47.5357,-122.3503,anonymous,EN,1,sc,1,3,2,,s,2,1,1,,2,,3,"2,3",,"1,2",,2,3,1,3,3,2,2,3,3,2,4,1,1,4,3,1,2,4,3,1,3,2,1,3,3,1,3,2,2,2,4,2,2,2,1,1,4,4,2,4,1,1,3,2,4,2,1,4,1
11/22/22 12:22,11/22/22 12:25,0,100,215,1,11/22/22 12:25,,,,,37.751,-97.822,anonymous,EN,1,sc,1,3,2,,s,2,1,1,,2,,3,"2,3",,"1,2",,2,3,2,1,3,2,2,2,2,4,3,1,3,4,4,2,3,3,3,1,1,4,2,3,3,1,4,2,4,2,3,3,4,3,3,3,2,2,1,2,2,4,2,2,3,1,2,1,1
11/22/22 12:22,11/22/22 12:25,0,100,216,1,11/22/22 12:25,,,,,47.5357,-122.3503,anonymous,EN,1,sc,1,3,2,,s,2,1,1,,2,,3,"2,3",,"1,2",,2,3,4,3,4,4,4,3,3,3,4,4,4,4,3,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,3,4,4,4,3,4,4,3,4,3,4,3,4,4,4,3,4,1
11/22/22 12:22,11/22/22 12:25,0,100,215,1,11/22/22 12:25,,,,,38.5366,-78.1411,anonymous,EN,1,sc,1,3,2,,s,2,1,1,,2,,3,"2,3",,"1,2",,2,3,3,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,4,3,3,3,3,4,4,3,3,4,4,4,3,4,4,1
11/22/22 12:22,11/22/22 12:25,0,100,215,1,11/22/22 12:25,,,,,35.837,-84.008,anonymous,EN,1,sc,1,3,2,,s,2,1,1,,2,,3,"2,3",,"1,2",,2,3,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,3,3,3,4,4,3,4,3,3,4,4,4,3,4,3,3,3,4,4,4,4,4,1
11/22/22 12:25,11/22/22 12:27,0,100,148,1,11/22/22 12:27,,,,,26.1481,-80.2088,anonymous,EN,1,UF,2,9,1,,Psychology,4,1,1,,1,,3,"2,3,5",,"1,2",,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,4,3,5,4,5,4,5,5,5,5,5,4,5,5,5,4,5,5,3,5,1
11/22/22 12:24,11/22/22 12:28,0,100,234,1,11/22/22 12:28,,,,,29.6436,-82.3231,anonymous,EN,1,University of Florida,2,6,4,,Biochem/Psych,4,1,2,3,2,,1,"2,3,4,5",,"1,2",,4,5,3,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,3,5,1,4,5,5,3,5,5,3,4,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,4,3,1
11/22/22 12:17,11/22/22 12:28,0,100,647,1,11/22/22 12:28,,,,,26.0219,-80.3003,anonymous,EN,1,Harvard University,1,5,4,,Biology,2,1,1,,3,,1,3,,1,,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
11/22/22 12:24,11/22/22 12:28,0,100,219,1,11/22/22 12:28,,,,,25.7807,-80.2952,anonymous,EN,1,University of Florida,2,9,2,,Finance,4,1,2,3,2,,2,"2,3",,1,,2,3,2,1,4,4,2,2,2,4,4,4,4,4,4,4,3,4,4,4,4,5,4,5,5,4,2,4,4,5,3,4,4,4,5,5,4,4,3,3,4,4,4,4,5,4,2,4,1
